"","intercept","slope","seint","seslope","scrubbedn","simulation","mean_p.vars","mean_p.n","mean_p.mean","mean_p.sd","mean_p.median","mean_p.trimmed","mean_p.mad","mean_p.min","mean_p.max","mean_p.range","mean_p.skew","mean_p.kurtosis","mean_p.se"
"X1253",-0.0168398584555095,-2.51387661717211,0.0347796275126479,0.0575100298734521,100,"Simulation 3",1,100,0.499264,0.203795890919212,0.5435,0.50282875,0.17872743,0.0323,0.9061,0.8738,-0.27693102993416,-0.518266759808608,0.0203795890919212
"X1254",0.0850306089249752,-2.40534312522226,0.0416966683638324,0.0745037440514341,100,"Simulation 3",1,100,0.523938,0.18360567088137,0.52075,0.52170375,0.20719335,0.1365,0.9768,0.8403,0.155563482937131,-0.410535090444673,0.018360567088137
"X1255",-0.0368432504919663,-2.78881325591682,0.0403467672746706,0.0832063133221735,100,"Simulation 3",1,100,0.500565,0.169186001507396,0.50865,0.5050775,0.16367904,0.0241,0.8477,0.8236,-0.257627320709394,-0.282186374759919,0.0169186001507396
"X1256",0.0832648139886509,-2.51855294914473,0.0357075066245397,0.0662693085340362,100,"Simulation 3",1,100,0.531981,0.180876656279545,0.53405,0.53263375,0.16768206,0.1251,0.9785,0.8534,0.0182255980053734,-0.265749377283407,0.0180876656279545
"X1257",0.0450297134886603,-2.6190169025788,0.0403220960347888,0.0742144159127494,100,"Simulation 3",1,100,0.506057,0.184715395198214,0.51035,0.50463875,0.17442789,0.1423,0.9846,0.8423,0.0920989983368229,-0.310851319278186,0.0184715395198214
"X1258",0.083867261586986,-2.39221712821126,0.0308950512467009,0.0515983684549542,100,"Simulation 3",1,100,0.517073,0.205314098299669,0.5044,0.52045875,0.24470313,0.0623,0.9455,0.8832,-0.0894165952982265,-0.691849901478093,0.0205314098299669
"X1259",0.00687100441156939,-2.15103107866718,0.059097095980643,0.0800025817152259,100,"Simulation 3",1,100,0.476747,0.215890402168519,0.48515,0.47060375,0.20304207,0.0704,0.999,0.9286,0.153598156352931,-0.419938013511551,0.0215890402168519
"X1260",-0.0215199252657584,-2.55670046598462,0.0283846336438299,0.0475489057238153,100,"Simulation 3",1,100,0.498891,0.207293480090134,0.4606,0.49198875,0.214977,0.1292,0.9425,0.8133,0.272983578001588,-0.826751779250128,0.0207293480090134
"X1261",0.0546791765750234,-2.52587994729538,0.0481764189612642,0.0846068847372588,100,"Simulation 3",1,100,0.489414,0.18914363630732,0.4817,0.4800575,0.17368659,0.1149,0.9923,0.8774,0.380742123781084,-0.2464316681842,0.0189143636307319
"X1262",0.0458340511218963,-2.41039300780443,0.0441632864231342,0.0732015023484993,100,"Simulation 3",1,100,0.522496,0.197615870585008,0.52655,0.52489875,0.18080307,0.0378,0.9708,0.933,-0.106593509935478,-0.203062387339981,0.0197615870585008
"X1263",0.0520836443434825,-2.93792166525751,0.043410571445563,0.0863320350953205,100,"Simulation 3",1,100,0.507376,0.17518662379176,0.52015,0.5086775,0.19066236,0.0496,0.9662,0.9166,-0.081022830417305,-0.378662476771873,0.017518662379176
"X1264",0.0380622922257585,-2.66597835957909,0.0477976362172661,0.0830663964632005,100,"Simulation 3",1,100,0.505463,0.192134571765929,0.49455,0.5046675,0.16419795,0.1022,0.9813,0.8791,0.0900124540194532,-0.161091177171044,0.0192134571765929
"X1265",-0.00097204073016115,-2.33738860704531,0.0502286093922258,0.0827888694881179,100,"Simulation 3",1,100,0.497913,0.194297959593044,0.52185,0.5004,0.15923124,0.0212,0.9512,0.93,-0.156002045433562,0.0418244278601532,0.0194297959593044
"X1266",-0.126950910047513,-2.40916214073508,0.0462593549097271,0.0807021082361856,100,"Simulation 3",1,100,0.473522,0.186548031879138,0.44215,0.47165375,0.18436131,0.0099,0.9317,0.9218,0.122637107771227,-0.207396200736044,0.0186548031879138
"X1267",0.0951903883437657,-2.27821849629893,0.0484533243740158,0.0758682885051302,100,"Simulation 3",1,100,0.48985,0.204085867499764,0.48865,0.4900675,0.20971377,0.0245,0.9772,0.9527,0.0707953277072937,-0.301533426887842,0.0204085867499764
"X1268",0.0782263325695807,-2.6597555140335,0.0357273913553182,0.0614049274337534,100,"Simulation 3",1,100,0.522842,0.200653489036763,0.5404,0.524615,0.22298304,0.0987,0.9736,0.8749,-0.0854179169570114,-0.80983140198715,0.0200653489036763
"X1269",0.0970481818804253,-2.24751724344354,0.0431673785201585,0.0663154397093138,100,"Simulation 3",1,100,0.540495,0.209054844369953,0.51585,0.54532,0.16427208,0.0326,0.9507,0.9181,-0.0883982282320408,-0.317132094279674,0.0209054844369953
"X1270",-0.0430344572138049,-2.51869614183708,0.0505685598085237,0.0802104627598155,100,"Simulation 3",1,100,0.48032,0.203739354682557,0.4788,0.48486375,0.20022513,0.0339,0.9623,0.9284,-0.141854142822432,-0.327863429829957,0.0203739354682557
"X1271",0.01913052472715,-2.51253343294066,0.0429674205277428,0.0714988934880601,100,"Simulation 3",1,100,0.516348,0.200286418890346,0.53955,0.52104375,0.20289381,0.0762,0.9795,0.9033,-0.148911165203446,-0.475921382453487,0.0200286418890346
"X1272",-0.0731074144398113,-2.05103158443997,0.0575126603865342,0.0826744682655318,100,"Simulation 3",1,100,0.463859,0.196475120945389,0.45425,0.46732625,0.17976525,6e-04,0.9842,0.9836,-0.0356065303535664,0.132114896565695,0.0196475120945389
"X1273",0.0570694232012584,-2.89233174308628,0.0392544328166649,0.0735427511111212,100,"Simulation 3",1,100,0.49795,0.186715891507429,0.5124,0.4962975,0.19599972,0.1358,0.9496,0.8138,0.0699904353614607,-0.486664562497413,0.0186715891507429
"X1274",-0.0972168435629862,-2.28360658137227,0.0497994143052567,0.0778472288900846,100,"Simulation 3",1,100,0.468674,0.202481127999524,0.4817,0.4678775,0.17761548,0.0122,0.972,0.9598,0.00680692149580324,-0.321912474095841,0.0202481127999524
"X1275",-0.056795671979935,-2.32490714650256,0.0352192781676797,0.0509588699002347,100,"Simulation 3",1,100,0.484852,0.226239522433882,0.50705,0.485255,0.2386986,0.0102,0.9039,0.8937,-0.0847982626325238,-0.850433147253619,0.0226239522433882
"X1276",-0.00654936649011769,-2.30050069076188,0.0523150307803644,0.0877139860853918,100,"Simulation 3",1,100,0.497922,0.189368738996411,0.52285,0.5052725,0.15545061,0.0042,0.9392,0.935,-0.352529444576747,-0.0940624540164605,0.0189368738996411
"X1277",0.0474102477937444,-2.27572121440991,0.0353991623465784,0.0551368337147826,100,"Simulation 3",1,100,0.513108,0.210544786223883,0.49295,0.50847625,0.1971858,0.0453,0.9722,0.9269,0.186990919646107,-0.514325374054641,0.0210544786223883
"X1278",-0.0294302643850425,-2.54721729771572,0.0511745802747669,0.0823949601114547,100,"Simulation 3",1,100,0.479094,0.200209702597405,0.4709,0.47700625,0.19651863,0.0299,0.9775,0.9476,0.0929989356245832,-0.158003973193444,0.0200209702597405
"X1279",-0.0474544900081244,-2.28101082395147,0.0473076733900484,0.0787643488200478,100,"Simulation 3",1,100,0.470971,0.191549313899987,0.4632,0.46766125,0.19095888,0.0063,0.9542,0.9479,0.172185176453412,-0.153736768509746,0.0191549313899987
"X1280",0.0746428920678578,-2.44506421309329,0.0372430438574771,0.0575753975418237,100,"Simulation 3",1,100,0.516759,0.214646322720832,0.5336,0.51850875,0.1957032,0.0537,0.9558,0.9021,-0.0675061196708928,-0.522734926203845,0.0214646322720832
"X1281",0.00857371262575356,-2.1324519908636,0.0520220292087339,0.080573161066711,100,"Simulation 3",1,100,0.510294,0.195185939746559,0.51985,0.5181825,0.1860663,5e-04,0.9707,0.9702,-0.248214330926543,-0.141404524816329,0.0195185939746559
"X1282",-0.0188113112025033,-2.37076659487276,0.0528301991240249,0.082012773336317,100,"Simulation 3",1,100,0.493675,0.203872409285015,0.48435,0.4947525,0.19703754,0.0367,0.9909,0.9542,-0.00826895299852626,-0.23143131847524,0.0203872409285015
"X1283",0.0254309468725838,-2.35762758115424,0.0343309133466753,0.0559061218726119,100,"Simulation 3",1,100,0.490598,0.205470537090166,0.50645,0.49100875,0.22706019,0.0782,0.9805,0.9023,-0.000573817311088668,-0.541318752582691,0.0205470537090166
"X1284",-0.0245651549184911,-2.34041220076963,0.0423432649395871,0.0629585370628907,100,"Simulation 3",1,100,0.500537,0.218674168688291,0.5031,0.49780375,0.25478481,0.0536,0.9921,0.9385,0.0866310501201315,-0.771622368314015,0.0218674168688291
"X1285",0.0183793021561484,-2.2028599428107,0.0612120146835298,0.0891499619942105,100,"Simulation 3",1,100,0.509903,0.199695238232481,0.51205,0.51194375,0.19948383,0.0126,0.9997,0.9871,-0.064788219408039,-0.154918410668375,0.0199695238232481
"X1286",-0.0610316450613063,-2.25939884224877,0.0392384332738105,0.0587871162478236,100,"Simulation 3",1,100,0.49076,0.217856606996715,0.48075,0.48906625,0.22372434,0.0275,0.9407,0.9132,0.0449744334341478,-0.651731518812253,0.0217856606996715
"X1287",0.0278127145799374,-2.08433444425731,0.0535970699673557,0.0803559411276488,100,"Simulation 3",1,100,0.512689,0.194880025716419,0.51895,0.51269625,0.18999519,0.0039,0.9938,0.9899,0.030017992444871,0.0552514008329394,0.0194880025716419
"X1288",0.0417051358996711,-2.50842096478331,0.0333936828349737,0.0574679775132136,100,"Simulation 3",1,100,0.507623,0.200079460404504,0.5022,0.50433125,0.23254581,0.0909,0.9672,0.8763,0.189122493988015,-0.663704679950084,0.0200079460404504
"X1289",0.0247269377247532,-2.367245566603,0.0505216315241596,0.0781948669974224,100,"Simulation 3",1,100,0.492001,0.201358877315447,0.47265,0.4861225,0.20252316,0.0243,0.9986,0.9743,0.228061997227362,-0.39875115834494,0.0201358877315447
"X1290",-0.0116287801117011,-2.22695362444245,0.0395371442834264,0.0572208788035484,100,"Simulation 3",1,100,0.486682,0.218574405601018,0.47955,0.48700125,0.19340517,0.0187,0.9688,0.9501,0.0207375362866268,-0.460780035855564,0.0218574405601018
"X1291",-0.053640152399891,-2.34054100319892,0.0402111887680027,0.0624802120623483,100,"Simulation 3",1,100,0.482732,0.208407962332624,0.48035,0.48394,0.19651863,0.0229,0.9709,0.948,-0.00117278478640699,-0.423106435364204,0.0208407962332624
"X1292",0.0765766540206359,-2.60456865400052,0.0324242504337057,0.0545737971583008,100,"Simulation 3",1,100,0.542543,0.200748034572816,0.54365,0.546665,0.20912073,0.0965,0.9523,0.8558,-0.119879943471157,-0.642487897940801,0.0200748034572816
"X1293",0.00591325494683404,-2.16591035916132,0.0486610287489506,0.0677315622216717,100,"Simulation 3",1,100,0.499279,0.218700259473873,0.4863,0.4971325,0.2327682,0.0055,0.9887,0.9832,0.0926287926947868,-0.460423731900255,0.0218700259473873
"X1294",0.00726099084574088,-2.44730546824043,0.0515117867513211,0.0948863104246664,100,"Simulation 3",1,100,0.527652,0.17277041722085,0.54675,0.53000625,0.16775619,0.0026,0.9031,0.9005,-0.183552071592143,-0.0268309488819773,0.017277041722085
"X1295",0.0429739997009889,-2.04015613730885,0.0547570904413688,0.0722877334216889,100,"Simulation 3",1,100,0.479165,0.21744130027586,0.46075,0.4702775,0.19525842,0.0624,0.9997,0.9373,0.336227399547783,-0.176871875576646,0.021744130027586
"X1296",0.014872314432883,-2.50853577260488,0.0325414470843445,0.0548435301126391,100,"Simulation 3",1,100,0.478557,0.203474381905731,0.4796,0.47149625,0.21912828,0.1139,0.978,0.8641,0.251961981155957,-0.702391471734115,0.0203474381905731
"X1297",-0.0405962085809142,-2.34292266607144,0.0524601961479636,0.0810342813791062,100,"Simulation 3",1,100,0.4648,0.19962606507815,0.478,0.46134125,0.2209074,8e-04,0.9334,0.9326,0.0456709693878149,-0.537477799945264,0.019962606507815
"X1298",-0.084611621286542,-2.91132189526172,0.0326069642705071,0.0652530861301101,100,"Simulation 3",1,100,0.474046,0.175956996823977,0.462,0.4704175,0.17042487,0.1328,0.9317,0.7989,0.230897614171376,-0.286160820327769,0.0175956996823977
"X1299",-0.00783830514390857,-2.10466131613334,0.045977658763651,0.0660518205517292,100,"Simulation 3",1,100,0.485972,0.213526824695743,0.4799,0.4773225,0.22038849,0.0169,0.9925,0.9756,0.346810209458519,-0.270789504219768,0.0213526824695743
"X1300",0.0918975474412165,-2.56738866702222,0.0400185077853353,0.0662224694689227,100,"Simulation 3",1,100,0.520702,0.199498811408829,0.52985,0.51431,0.21623721,0.105,0.9745,0.8695,0.219481807949414,-0.633405910445309,0.0199498811408829
"X1301",0.0155925946834516,-2.41031407402259,0.0534476305929788,0.0871705005455299,100,"Simulation 3",1,100,0.498066,0.195782930313192,0.4933,0.49441125,0.21860937,0.0825,0.9936,0.9111,0.180595483148262,-0.296643774964362,0.0195782930313192
"X1302",0.0481320309698288,-2.6893595735103,0.0436139713035394,0.0785909776969004,100,"Simulation 3",1,100,0.500967,0.189150244410643,0.5034,0.50089125,0.21623721,0.0783,0.9623,0.884,0.0860856632334788,-0.449894844637873,0.0189150244410643
"X1303",0.14805344115354,-2.78370681249294,0.0341838333136877,0.0631698972493753,100,"Simulation 3",1,100,0.541647,0.185078660020407,0.53605,0.54062375,0.18814194,0.1549,0.9559,0.801,0.0514071255018742,-0.64033030059281,0.0185078660020407
"X1304",-0.0272643785736551,-2.28865618920276,0.0555669749754343,0.0892923745936399,100,"Simulation 3",1,100,0.492596,0.192291794222355,0.50385,0.4906175,0.18747477,0.0138,0.9865,0.9727,0.0518768020943257,0.0839364194514252,0.0192291794222355
"X1305",0.124845887906052,-2.71666753433995,0.0294296270918862,0.0542748821686763,100,"Simulation 3",1,100,0.530973,0.186872574126344,0.53375,0.52835375,0.17843091,0.094,0.9417,0.8477,0.0598158954997362,-0.577588944449289,0.0186872574126344
"X1306",-0.0861531319581343,-2.5748980337379,0.0471542703532105,0.0835160261030339,100,"Simulation 3",1,100,0.477388,0.184732989009226,0.47785,0.47967125,0.18206328,0.0195,0.9281,0.9086,-0.107486617808977,-0.178615036125282,0.0184732989009226
"X1307",-0.0321374960379258,-2.34214447242752,0.0427823385919821,0.0667377989698731,100,"Simulation 3",1,100,0.479561,0.206461932262917,0.46565,0.4816875,0.22794975,0.0071,0.9271,0.92,-0.0394422366566004,-0.622041124753891,0.0206461932262917
"X1308",-0.0419948395970457,-2.59268046340402,0.0425159782406399,0.0725605052055355,100,"Simulation 3",1,100,0.480263,0.194984213116464,0.47585,0.481925,0.19837188,0.0652,0.971,0.9058,0.0149920695819612,-0.377078875311409,0.0194984213116464
"X1309",-0.075123449215018,-2.55683704273646,0.024094971180427,0.0392160656028185,100,"Simulation 3",1,100,0.480259,0.212864039736944,0.4899,0.48228875,0.25211613,0.0371,0.8608,0.8237,-0.0840571501790453,-1.01217806616706,0.0212864039736944
"X1310",0.060839200625609,-2.4104683919334,0.0379323868999684,0.0667054181074893,100,"Simulation 3",1,100,0.522016,0.19221225784181,0.51435,0.5277,0.18221154,0.0218,0.9009,0.8791,-0.265095674521282,-0.263638099534107,0.019221225784181
"X1311",0.0493218265323871,-2.48816887258703,0.0610255112055292,0.102197249852044,100,"Simulation 3",1,100,0.502332,0.189567311613377,0.52155,0.5017225,0.16442034,0.0369,0.9867,0.9498,0.0235871350447266,0.14344809622358,0.0189567311613377
"X1312",0.0130228864684029,-2.40330449919514,0.0422282254303387,0.0689683499116233,100,"Simulation 3",1,100,0.505438,0.203694848409789,0.5117,0.5097525,0.20445054,0.0207,0.9615,0.9408,-0.19179066697683,-0.516533514158747,0.0203694848409789
"X1313",0.0206970270268115,-2.07779102080452,0.041980153519459,0.0630539503337716,100,"Simulation 3",1,100,0.503129,0.209427062733188,0.50485,0.50451375,0.16790445,0.0091,0.9754,0.9663,-0.0929386967627121,-0.213906428465896,0.0209427062733188
"X1314",-0.0133090044207718,-2.28039147891878,0.0620157475693113,0.0929275864382537,100,"Simulation 3",1,100,0.471069,0.197139834847852,0.4761,0.475355,0.18940215,0.0014,0.9274,0.926,-0.194111710929939,-0.373504984445689,0.0197139834847852
"X1315",-0.0160560684469663,-2.5089283545365,0.026452826515556,0.0493806763614733,100,"Simulation 3",1,100,0.486539,0.189437372127534,0.49735,0.48392,0.19066236,0.0818,0.9267,0.8449,0.0381416315236831,-0.689569604890194,0.0189437372127534
"X1316",0.0283937774887912,-2.94001037952069,0.0374761456829649,0.0759568238014373,100,"Simulation 3",1,100,0.513665,0.175355477559445,0.50335,0.510565,0.16842336,0.1365,0.9133,0.7768,0.150785191562103,-0.38957440845841,0.0175355477559445
"X1317",-0.0219361861538455,-2.59488694903842,0.0318346269581837,0.0596020876588415,100,"Simulation 3",1,100,0.496682,0.187814266935839,0.515,0.50324625,0.18450957,0.0638,0.899,0.8352,-0.276859051229284,-0.497434484809426,0.0187814266935839
"X1318",-0.0847263366519934,-2.57429899750084,0.0520019961007509,0.0874548681364336,100,"Simulation 3",1,100,0.466012,0.191749441562144,0.4602,0.46387375,0.18495435,0.0182,0.9524,0.9342,0.113428978680767,-0.0355797135163036,0.0191749441562144
"X1319",0.0745026128181316,-2.35730933933135,0.0542122712911258,0.0843396925893665,100,"Simulation 3",1,100,0.497244,0.201635542962689,0.52615,0.5015775,0.20141121,0.0082,0.9806,0.9724,-0.145176380929623,-0.243636844790476,0.0201635542962689
"X1320",0.0753431909620211,-2.24347780848164,0.039416354171219,0.0584817341304058,100,"Simulation 3",1,100,0.508474,0.21860262579402,0.5062,0.49759625,0.24885441,0.0763,0.9879,0.9116,0.308613034552006,-0.707281879172753,0.021860262579402
"X1321",0.0133433404580737,-2.22477529157788,0.0477446294777625,0.0676163041160776,100,"Simulation 3",1,100,0.518885,0.220881074256366,0.5018,0.515285,0.23321298,0.0195,0.9876,0.9681,0.0966540937067576,-0.613058022680232,0.0220881074256366
"X1322",-0.0500648774457702,-2.34114755108005,0.0509203778881194,0.0756320837791885,100,"Simulation 3",1,100,0.491856,0.21334873018302,0.4912,0.49569,0.22253826,0.0247,0.9822,0.9575,-0.104667406741009,-0.388556119873851,0.021334873018302
"X1323",-0.0163822929653324,-2.57487732106399,0.0458469104148155,0.0744220540744126,100,"Simulation 3",1,100,0.49482,0.203065634510598,0.4772,0.49297875,0.21023268,0.0654,0.9803,0.9149,0.0881075795340027,-0.406888430483668,0.0203065634510598
"X1324",0.0459398396836305,-2.69439628647288,0.0402012095236113,0.07618053727014,100,"Simulation 3",1,100,0.527795,0.176481089710066,0.50705,0.51831875,0.18258219,0.1922,0.9717,0.7795,0.431401133308052,-0.356966939601106,0.0176481089710066
"X1325",-0.0732367065444341,-2.70958247995335,0.0427353622395745,0.0722966536961259,100,"Simulation 3",1,100,0.480489,0.199473694827872,0.47915,0.47834375,0.19896492,0.0387,0.971,0.9323,0.0328739322065222,-0.556498555501375,0.0199473694827872
"X1326",0.0705594108402516,-2.04304965776206,0.062955913964014,0.0871337252331405,100,"Simulation 3",1,100,0.521774,0.203396804609248,0.51295,0.52542625,0.18021003,0.0116,0.998,0.9864,-0.1011854029346,0.0279321835391912,0.0203396804609248
"X1327",0.0865858826033206,-2.24292698887883,0.0531753372182127,0.0773445794021723,100,"Simulation 3",1,100,0.54571,0.200995334133493,0.55515,0.54454875,0.21260484,0.1265,0.9999,0.8734,0.0357729468233465,-0.657546119049685,0.0200995334133493
"X1328",0.0490731072258485,-2.53948029138484,0.0439628687478895,0.0746149836938086,100,"Simulation 3",1,100,0.510813,0.194447874480281,0.5139,0.50985375,0.21134463,0.083,0.9954,0.9124,0.0223178162618248,-0.564621307222846,0.0194447874480281
"X1329",-0.0706545183330019,-2.22778077959431,0.0466797638519878,0.069144636222552,100,"Simulation 3",1,100,0.46601,0.206506634275996,0.4575,0.46209125,0.22024023,4e-04,0.9436,0.9432,0.140969806091991,-0.613173698579855,0.0206506634275996
"X1330",-0.0117403745278933,-2.19102914331547,0.052094200947801,0.0753624561038822,100,"Simulation 3",1,100,0.522563,0.210109515289412,0.52425,0.5273975,0.18762303,0.0013,0.9665,0.9652,-0.183628438871793,-0.297782813276687,0.0210109515289412
"X1331",-0.102475690427259,-2.62551905377928,0.0272963425583111,0.0486942026810624,100,"Simulation 3",1,100,0.475055,0.195442632247931,0.50625,0.4793,0.1949619,0.0723,0.8372,0.7649,-0.209495530213674,-0.860871817207023,0.0195442632247931
"X1332",0.0305923549151692,-2.525684426242,0.0379231714030434,0.0670917566125671,100,"Simulation 3",1,100,0.505181,0.189961929569739,0.51285,0.50674,0.18376827,0.0483,0.98,0.9317,-0.0858710326872955,-0.273717411570152,0.0189961929569739
"X1333",0.0785472340426559,-2.74771554613889,0.038337573751864,0.0718465221670354,100,"Simulation 3",1,100,0.528051,0.181986068117559,0.50965,0.52118625,0.17361246,0.1543,0.9533,0.799,0.335226338679834,-0.526695937488382,0.0181986068117559
"X1334",0.0274924129297824,-2.82146868165931,0.033948206840106,0.0722486500843736,100,"Simulation 3",1,100,0.504486,0.167414039465336,0.50675,0.4999625,0.18176676,0.1108,0.9314,0.8206,0.220912764619603,-0.269945065373778,0.0167414039465336
"X1335",-0.134596650397863,-2.72429895171842,0.0280018783881574,0.0475601561056144,100,"Simulation 3",1,100,0.447826,0.199082979308893,0.44555,0.44749375,0.19777884,0.0651,0.8468,0.7817,0.0188762205527488,-0.897280833316052,0.0199082979308893
"X1336",-0.0563766732529763,-2.49499897367583,0.0437318397142867,0.0744800208708267,100,"Simulation 3",1,100,0.49572,0.196492629208664,0.49125,0.50120875,0.17657766,0.0327,0.9101,0.8774,-0.162550104377524,-0.240273792456158,0.0196492629208664
"X1337",0.0569820554813882,-2.7212766477881,0.0320024054488011,0.0593831204325936,100,"Simulation 3",1,100,0.503674,0.188559576427787,0.5165,0.50076375,0.20912073,0.1047,0.9665,0.8618,0.107582809761187,-0.63056146641922,0.0188559576427786
"X1338",0.0303952911890903,-2.1293449465232,0.0494235323558579,0.0687775296756646,100,"Simulation 3",1,100,0.503342,0.218148693696791,0.4819,0.49829125,0.20963964,0.0065,0.9959,0.9894,0.182479500502479,-0.435599699980609,0.0218148693696791
"X1339",0.0589796679189142,-2.51331445309857,0.0411020019517044,0.0670080627479376,100,"Simulation 3",1,100,0.484652,0.205927477908063,0.4932,0.48160125,0.21156702,0.0371,0.9612,0.9241,0.107401573425241,-0.575735837487553,0.0205927477908063
"X1340",0.00881232895980542,-2.34945329437767,0.0467594443067761,0.080259596805484,100,"Simulation 3",1,100,0.498214,0.191400909838142,0.48895,0.49556,0.1571556,0.0288,0.9725,0.9437,0.144594940927156,-0.0361469925057913,0.0191400909838142
"X1341",0.0418562659649262,-2.40110963765186,0.0532879998531713,0.0871998085783998,100,"Simulation 3",1,100,0.474277,0.192047670247454,0.47485,0.4727775,0.19911318,0.0434,0.9953,0.9519,0.098972622474191,-0.147107429042931,0.0192047670247454
"X1342",0.0314728730270114,-2.74750405408517,0.0353170021501235,0.0665442870773927,100,"Simulation 3",1,100,0.500852,0.186546178906582,0.4984,0.49669875,0.19481364,0.0892,0.9591,0.8699,0.184390835455627,-0.60822353448816,0.0186546178906582
"X1343",-0.034217742148293,-2.68154728124758,0.0351925929709149,0.0634864214486196,100,"Simulation 3",1,100,0.489407,0.1929662074645,0.5102,0.488405,0.18695586,0.1163,0.9515,0.8352,0.0547350236086919,-0.49734106644076,0.01929662074645
"X1344",0.0940373583527298,-2.21657194513933,0.0573847527651301,0.0898056584495466,100,"Simulation 3",1,100,0.530489,0.187013434884429,0.51005,0.52463375,0.1897728,0.0665,0.9993,0.9328,0.290460891009521,-0.212951634495963,0.0187013434884429
"X1345",-0.0389961726668303,-2.69127852737202,0.0298399380016716,0.0491965577009848,100,"Simulation 3",1,100,0.492365,0.212163909560985,0.48425,0.49449625,0.23143386,0.0824,0.8994,0.817,-0.067433858047268,-0.942072062791793,0.0212163909560985
"X1346",0.0507257599890988,-2.46285828926655,0.0390034652451985,0.0666015309627612,100,"Simulation 3",1,100,0.508954,0.196646763974946,0.48775,0.50440875,0.20689683,0.0391,0.9635,0.9244,0.146920446168506,-0.44952286541078,0.0196646763974946
"X1347",0.057283165219741,-2.82697907712186,0.0336645981579505,0.0664612449053022,100,"Simulation 3",1,100,0.518652,0.178864826496368,0.5075,0.52248625,0.18932802,0.1157,0.9245,0.8088,-0.130885479231706,-0.382355692146188,0.0178864826496368
"X1348",0.0345169602291462,-2.32261896968964,0.0479966478640884,0.0716456084913713,100,"Simulation 3",1,100,0.510758,0.21121025389288,0.5163,0.5096325,0.22698606,0.032,0.9929,0.9609,0.0285431815718932,-0.622557681085248,0.021121025389288
"X1349",0.0495781848701213,-2.19625607636182,0.0481476914160356,0.0741567026236043,100,"Simulation 3",1,100,0.512983,0.204009357606236,0.50775,0.50661875,0.185325,0.068,0.9928,0.9248,0.27216421011074,-0.363858956920798,0.0204009357606236
"X1350",-0.0217725594828641,-2.61044929483216,0.0414690927666131,0.0786062815671366,100,"Simulation 3",1,100,0.482201,0.179257733020014,0.4995,0.48707625,0.19325691,0.0498,0.9699,0.9201,-0.190294446805189,-0.273027765339943,0.0179257733020014
"X1351",-0.0658843411346075,-2.48176884033497,0.048450812465788,0.078603982776381,100,"Simulation 3",1,100,0.462533,0.195574518105819,0.4718,0.45658375,0.21512526,0.0689,0.998,0.9291,0.272594545328619,-0.434180379667141,0.0195574518105819
"X1352",0.0895892230487181,-2.52280617548264,0.0398089044816128,0.0637898546929571,100,"Simulation 3",1,100,0.530858,0.206622393684027,0.5248,0.53338,0.22083327,0.0564,0.9614,0.905,-0.107993771969125,-0.556970330783504,0.0206622393684027
"X1353",0.0109493615140928,-2.53697847707478,0.035605557875534,0.0640353849973391,100,"Simulation 3",1,100,0.503424,0.190977962195758,0.50215,0.50585375,0.21964719,0.025,0.936,0.911,-0.0649764909512738,-0.526182689367694,0.0190977962195758
"X1354",0.0319567634851086,-2.39139178969893,0.0449860361425578,0.0784572098877229,100,"Simulation 3",1,100,0.502966,0.187332387153871,0.51775,0.50925375,0.19874253,0.036,0.9916,0.9556,-0.249019402436862,-0.193251168316861,0.0187332387153871
"X1355",-0.0266796557950345,-2.31694211755735,0.048322467922223,0.0730143786230598,100,"Simulation 3",1,100,0.503264,0.208769427461073,0.49195,0.50508,0.19696341,0.0056,0.9539,0.9483,-0.040806126314246,-0.3919362760228,0.0208769427461073
"X1356",-0.0802210496344636,-2.49952134698321,0.0429660844953376,0.074513187286428,100,"Simulation 3",1,100,0.484919,0.193762754390231,0.4794,0.4804225,0.18851259,0.0659,0.9661,0.9002,0.17965740940382,-0.20555844367841,0.0193762754390231
"X1357",0.12460870979757,-2.22777818922825,0.0546098464206624,0.0742495854861204,100,"Simulation 3",1,100,0.56472,0.213999894269775,0.5696,0.56968375,0.22676367,0.0065,0.997,0.9905,-0.18824212804733,-0.580343252659296,0.0213999894269775
"X1358",-0.036840307981204,-2.68767587593195,0.0416520988456659,0.0763910550006577,100,"Simulation 3",1,100,0.500279,0.187209488501113,0.49495,0.49997,0.20289381,0.0481,0.9699,0.9218,0.0143034920959642,-0.493679891458064,0.0187209488501113
"X1359",0.0518619850018729,-2.40243285182468,0.0508714242872951,0.0838970687082654,100,"Simulation 3",1,100,0.509889,0.194076551019322,0.5185,0.50903125,0.18250806,0.0284,0.9809,0.9525,-0.0127409525745136,0.0164119466979429,0.0194076551019322
"X1360",-0.0117705274115482,-2.28816820763604,0.0423178359401379,0.0684881749905548,100,"Simulation 3",1,100,0.509664,0.199735981048114,0.51425,0.51626125,0.19288626,0.0056,0.9471,0.9415,-0.260594181360822,-0.285923906725981,0.0199735981048114
"X1361",0.0360662194701365,-2.6043188677488,0.0324480980496288,0.0602389967470816,100,"Simulation 3",1,100,0.491167,0.188447428059988,0.4798,0.48308625,0.17702244,0.1375,0.9436,0.8061,0.304658265105231,-0.477463004937663,0.0188447428059988
