"","intercept","slope","seint","seslope","scrubbedn","simulation","mean_p.vars","mean_p.n","mean_p.mean","mean_p.sd","mean_p.median","mean_p.trimmed","mean_p.mad","mean_p.min","mean_p.max","mean_p.range","mean_p.skew","mean_p.kurtosis","mean_p.se"
"X1362",0.0296810242189138,-2.75946444781825,0.0234881217074451,0.0444974073428299,100,"Simulation 3",1,100,0.521458,0.187699716762512,0.52435,0.520265,0.20889834,0.1212,0.9295,0.8083,0.0775969175126046,-0.811644683230824,0.0187699716762512
"X1363",0.00242833532174045,-2.21857195415417,0.0572496369340226,0.0810710632666435,100,"Simulation 3",1,100,0.502021,0.210294910429438,0.5173,0.49962875,0.19466538,0.0042,0.9975,0.9933,0.0433901091460793,-0.360522010520502,0.0210294910429438
"X1364",0.0105265351513885,-2.55247107805623,0.0473908479252036,0.0852663770371083,100,"Simulation 3",1,100,0.504254,0.186115174735073,0.48195,0.5058275,0.19318278,0.0222,0.9593,0.9371,-0.0337431093427465,-0.264879897354607,0.0186115174735073
"X1365",-0.0542581939890867,-2.50704381510826,0.0533423933946692,0.0908691206431157,100,"Simulation 3",1,100,0.47593,0.190158657574419,0.4721,0.4775275,0.16115862,0.0135,0.9396,0.9261,-0.0859179905975258,-0.114050102628904,0.0190158657574419
"X1366",-0.00744241449161589,-2.76914895891147,0.0373615809072986,0.0703750338646195,100,"Simulation 3",1,100,0.508071,0.183357875103924,0.50995,0.50191125,0.19874253,0.0946,0.9807,0.8861,0.222774977399919,-0.535847409828662,0.0183357875103924
"X1367",-0.126037281411357,-2.61312247963676,0.0430419006818381,0.0764229688144335,100,"Simulation 3",1,100,0.444492,0.186879236477097,0.43505,0.43939875,0.18895737,0.0426,0.9128,0.8702,0.269689943344168,-0.394721049316548,0.0186879236477097
"X1368",0.0167671025167547,-2.22804677181581,0.0477203956853696,0.0724383326384316,100,"Simulation 3",1,100,0.513377,0.206067010212649,0.502,0.50402875,0.2157183,0.0306,0.9975,0.9669,0.363481606044308,-0.465753023723803,0.0206067010212649
"X1369",0.0223600388287907,-2.41057867586085,0.0387917766153298,0.0638253654772336,100,"Simulation 3",1,100,0.513079,0.202656369502663,0.51505,0.51198375,0.19548081,0.0811,0.981,0.8999,0.0672801059987436,-0.44991314254185,0.0202656369502663
"X1370",0.029088138675103,-2.35828983833226,0.0470131827735326,0.0748861599561492,100,"Simulation 3",1,100,0.514725,0.20169016911635,0.52245,0.51316375,0.2127531,0.0338,0.9869,0.9531,0.0355042473560587,-0.330413447539139,0.020169016911635
"X1371",-0.0256767243795234,-2.30031087433176,0.0476076427781937,0.0750959994086809,100,"Simulation 3",1,100,0.509547,0.201133893519273,0.5078,0.50544,0.21831285,0.0029,0.9697,0.9668,0.100434127747269,-0.433520487128095,0.0201133893519273
"X1372",0.0222977427518084,-2.4374989166877,0.0534449367788855,0.0870805180679236,100,"Simulation 3",1,100,0.491807,0.195333840755882,0.52075,0.495065,0.19637037,0.0381,0.9947,0.9566,-0.150755258648672,-0.299401901978533,0.0195333840755882
"X1373",0.0338276362346061,-2.49228927881531,0.0388172814243634,0.0674573656165938,100,"Simulation 3",1,100,0.509504,0.196506708919836,0.51205,0.51164,0.20637792,0.0672,0.9582,0.891,-0.0703325095513542,-0.520300822126939,0.0196506708919836
"X1374",0.0220779233089968,-2.46395154351068,0.0478846640259054,0.0802199736219472,100,"Simulation 3",1,100,0.542358,0.195494862977279,0.57705,0.557245,0.18569565,0.0446,0.9664,0.9218,-0.596319772214856,0.029809605150402,0.0195494862977279
"X1375",0.0423324672902319,-2.37452949330995,0.0536257199223513,0.0833039601657314,100,"Simulation 3",1,100,0.520565,0.200483520255255,0.51745,0.51353375,0.21831285,0.0128,0.9822,0.9694,0.232129397553157,-0.347443749928587,0.0200483520255255
"X1376",-0.0423844094597632,-2.69133421993419,0.040445671226694,0.0737182390852697,100,"Simulation 3",1,100,0.489543,0.186317215790705,0.48365,0.48951875,0.20763813,0.008,0.8733,0.8653,-0.0104862855605081,-0.651704414571523,0.0186317215790705
"X1377",0.0484018505155444,-2.2789728706888,0.0411896310182863,0.0644671714789985,100,"Simulation 3",1,100,0.521538,0.208771371145809,0.5423,0.5269775,0.21112224,0.0219,0.939,0.9171,-0.226260454713562,-0.40650733286344,0.0208771371145809
"X1378",-0.00587708893416359,-2.41631430173564,0.037863378509777,0.0634783527308155,100,"Simulation 3",1,100,0.485536,0.200330113683602,0.49955,0.48605125,0.20563662,0.0176,0.9348,0.9172,-0.0437091152899488,-0.583470708659187,0.0200330113683602
"X1379",0.0214902282989324,-2.03644238360862,0.0562543272342324,0.0816920567596152,100,"Simulation 3",1,100,0.500696,0.197938450753937,0.52305,0.5064875,0.19733406,1e-04,0.9852,0.9851,-0.244126213362415,-0.234640354750324,0.0197938450753937
"X1380",0.0190511303341237,-2.56060367302884,0.0394185172496846,0.0732474535661543,100,"Simulation 3",1,100,0.51848,0.182699627086028,0.5461,0.5190625,0.17768961,0.0529,0.9578,0.9049,-0.087666296385096,-0.245823277315872,0.0182699627086028
"X1381",0.063151471773463,-2.39600741369331,0.0388884229888399,0.0642223403295075,100,"Simulation 3",1,100,0.522641,0.200271387637028,0.5321,0.52661375,0.16412382,0.0731,0.961,0.8879,-0.157067376319781,-0.292006729313099,0.0200271387637028
"X1382",-0.0279218049394957,-2.30205786863065,0.0510546976107134,0.0802573298024955,100,"Simulation 3",1,100,0.500407,0.195527315126573,0.49745,0.4997325,0.18169263,0.004,0.9908,0.9868,0.0450657416737527,-0.0320906732018544,0.0195527315126573
"X1383",0.0301137722099319,-2.68837209133798,0.037672745175683,0.0645693618039489,100,"Simulation 3",1,100,0.488712,0.202684026010932,0.4609,0.480925,0.21015855,0.0949,0.9583,0.8634,0.321533695806833,-0.772141112091074,0.0202684026010932
"X1384",0.0621205773139493,-2.39752215808766,0.0411058641930965,0.0674402196989365,100,"Simulation 3",1,100,0.513781,0.201581426861592,0.50935,0.514045,0.1793946,0.023,0.9359,0.9129,-0.0281536653231182,-0.310965086817789,0.0201581426861592
"X1385",-0.0686251187550666,-2.26667490218195,0.0328532616979218,0.0545759101765319,100,"Simulation 3",1,100,0.480856,0.200948494491459,0.49805,0.47966625,0.23217516,0.0105,0.9196,0.9091,-0.0111113261005333,-0.605725003715774,0.0200948494491459
"X1386",0.0376481305625964,-2.46789270230452,0.0436191969228285,0.0795680239895745,100,"Simulation 3",1,100,0.513424,0.181632124111047,0.49895,0.508795,0.18436131,0.0776,0.9815,0.9039,0.205825871250081,-0.220503400014899,0.0181632124111047
"X1387",0.0225949903514402,-2.13950748445388,0.0451890311265059,0.0635810892952721,100,"Simulation 3",1,100,0.473394,0.216525274993732,0.48395,0.470865,0.19518429,0.0172,0.9927,0.9755,0.0883091786493293,-0.305778371589413,0.0216525274993732
"X1388",0.0412409157292264,-2.50809344547927,0.039192055038971,0.062365646847668,100,"Simulation 3",1,100,0.525809,0.210213354386981,0.5225,0.52921625,0.21356853,0.079,0.9557,0.8767,-0.107625778042449,-0.584578083672024,0.0210213354386981
"X1389",-0.0291082830221046,-2.69149167986459,0.0364753757499294,0.0648293172757977,100,"Simulation 3",1,100,0.48971,0.195189553816776,0.4894,0.486785,0.19088475,0.0651,0.9312,0.8661,0.0341753892856974,-0.523253142344646,0.0195189553816776
"X1390",0.0631538880566848,-2.56643496690722,0.0451366083892623,0.0754999947524293,100,"Simulation 3",1,100,0.504746,0.198499281946644,0.4978,0.50021375,0.20726748,0.1041,0.9834,0.8793,0.189789582821157,-0.392571451608555,0.0198499281946644
"X1391",-0.0390704122835931,-2.45348065596688,0.0383718831097442,0.0648018565524786,100,"Simulation 3",1,100,0.500523,0.199932228848486,0.5112,0.504195,0.19992861,0.03,0.9704,0.9404,-0.156879743195596,-0.532777886847296,0.0199932228848486
"X1392",-0.030462071092514,-2.86349688141572,0.041293242981598,0.0777946042911746,100,"Simulation 3",1,100,0.498735,0.185073616461399,0.4833,0.50631,0.17754135,0.0444,0.8346,0.7902,-0.216921965591967,-0.500334489642871,0.0185073616461399
"X1393",-0.0518643357144719,-2.52129937402938,0.0328804537493552,0.0546608176419732,100,"Simulation 3",1,100,0.481178,0.202993841066943,0.4857,0.4878875,0.22557759,0.0214,0.8885,0.8671,-0.242752164322306,-0.731074345739485,0.0202993841066943
"X1394",-0.0237573746715913,-2.20975041265882,0.0598043054574118,0.0942870177071359,100,"Simulation 3",1,100,0.478912,0.190517952323595,0.48965,0.47713375,0.16805271,0.0095,0.9885,0.979,0.088607967353927,0.27673182024931,0.0190517952323595
"X1395",0.0188544073143729,-2.55100278506691,0.0418812960238702,0.0735515399092559,100,"Simulation 3",1,100,0.506937,0.192529885207413,0.5193,0.51154625,0.20704509,0.0366,0.9532,0.9166,-0.163488879214263,-0.329076537927354,0.0192529885207413
"X1396",-0.0553782208663746,-2.26616990535965,0.0421331172227637,0.0636242630912774,100,"Simulation 3",1,100,0.48807,0.210516105336529,0.48135,0.49167,0.21542178,0.0036,0.9433,0.9397,-0.169920770676318,-0.581017030484944,0.0210516105336529
"X1397",0.0279545881114602,-2.20778655682832,0.0477181129301788,0.0695080689433273,100,"Simulation 3",1,100,0.503827,0.218202742279706,0.5223,0.503615,0.20845356,0.0529,0.9936,0.9407,-0.00562567607870598,-0.5301361625304,0.0218202742279706
"X1398",0.00699839880464697,-2.2270091725007,0.0496513526404337,0.0710531141649753,100,"Simulation 3",1,100,0.499569,0.214562380416277,0.5127,0.49828375,0.19807536,0.0029,0.985,0.9821,-0.00913509562824396,-0.346169286807772,0.0214562380416277
"X1399",-0.0483263282832843,-2.23478244876506,0.047398848967817,0.0789083091213524,100,"Simulation 3",1,100,0.495158,0.190079318467557,0.4812,0.502035,0.1675338,0.0067,0.9204,0.9137,-0.223089531958188,-0.0895750638641921,0.0190079318467557
"X1400",0.0434019012212557,-2.28762837748572,0.0546688342535008,0.0832850866597667,100,"Simulation 3",1,100,0.498164,0.201153356502752,0.49785,0.49614125,0.20356098,0.0187,0.9911,0.9724,0.139268316849283,-0.117645225867824,0.0201153356502752
"X1401",-0.0948460396579069,-2.4204189340103,0.0436293362917783,0.0760129549763494,100,"Simulation 3",1,100,0.495455,0.191140172465924,0.5146,0.5051075,0.16241883,0.0299,0.8759,0.846,-0.379373443344208,-0.0968443255386866,0.0191140172465924
"X1402",0.00839841671949793,-2.37804348302147,0.0511599297009462,0.0805168719942846,100,"Simulation 3",1,100,0.499017,0.201694525025476,0.5089,0.49573375,0.19703754,0.0023,0.9348,0.9325,0.023375187302693,-0.421183760192118,0.0201694525025476
"X1403",-0.0598479131464027,-2.38365387663013,0.0564163488093908,0.0868326937748847,100,"Simulation 3",1,100,0.478936,0.202692906255904,0.4493,0.47795125,0.20126295,0.0145,0.9716,0.9571,0.0807218230414377,-0.181390925120047,0.0202692906255904
"X1404",0.0430826000840704,-2.52527012852872,0.0320393231381247,0.0571163636203724,100,"Simulation 3",1,100,0.501884,0.194705226940572,0.5236,0.4981375,0.23195277,0.0538,0.9377,0.8839,0.128526561454378,-0.694055394695704,0.0194705226940572
"X1405",-0.00231729273023209,-2.42770760819738,0.0446069146280748,0.0741455364619307,100,"Simulation 3",1,100,0.517187,0.197064310712431,0.51715,0.5156625,0.20800878,0.0087,0.9517,0.943,-0.00665500048655608,-0.439130108323721,0.0197064310712431
"X1406",0.00315066361684535,-2.89504897712359,0.042955405564289,0.079822825426618,100,"Simulation 3",1,100,0.491442,0.1859585291989,0.4843,0.49118,0.19414647,0.0495,0.9611,0.9116,0.0418878549681691,-0.412030448051836,0.01859585291989
"X1407",0.0323664618483042,-2.3076049300428,0.0559881175628971,0.0772595544723391,100,"Simulation 3",1,100,0.520263,0.218556603238593,0.50085,0.5175175,0.22995126,0.0164,0.9916,0.9752,0.0715888046680921,-0.448241974871943,0.0218556603238593
"X1408",-0.0144553998272524,-2.69518458726859,0.0472879253258851,0.0900943198705701,100,"Simulation 3",1,100,0.507152,0.177942838103485,0.5203,0.50905625,0.17057313,0.0278,0.9414,0.9136,-0.140663042269351,0.00516852539971513,0.0177942838103485
"X1409",0.0724966708229891,-2.43931817926664,0.0613320288959244,0.0977964885323402,100,"Simulation 3",1,100,0.510279,0.192512559367282,0.47355,0.50368125,0.1912554,0.0296,0.9918,0.9622,0.298911284942296,0.0707640883789824,0.0192512559367282
"X1410",0.0160779304473948,-2.37846627805986,0.0443321555254579,0.0732409792970095,100,"Simulation 3",1,100,0.519915,0.197045364912076,0.5142,0.518095,0.20252316,0.0308,0.9716,0.9408,0.0576292355234523,-0.224002047473689,0.0197045364912076
"X1411",0.0295500214447453,-2.46192730189558,0.0455140106629313,0.0769160954730926,100,"Simulation 3",1,100,0.506266,0.19314610329013,0.52395,0.5048075,0.21216006,0.1017,0.9977,0.896,0.00814690919962494,-0.639485629552131,0.019314610329013
"X1412",-0.127291312722644,-2.46356075559502,0.0479173276087569,0.0782649588993475,100,"Simulation 3",1,100,0.442413,0.195851945036927,0.4271,0.4364725,0.14714805,0.045,0.9505,0.9055,0.381447266868182,-0.0181979252658304,0.0195851945036927
"X1413",-0.0375727873122932,-2.24127568844104,0.0470747734267317,0.0758791608088267,100,"Simulation 3",1,100,0.499397,0.193304567585701,0.47535,0.5005375,0.19577733,0.0016,0.9728,0.9712,-0.0245446508443256,-0.249303112293125,0.0193304567585701
"X1414",0.0612420398959368,-2.67952567245574,0.0516262006530015,0.091134352074323,100,"Simulation 3",1,100,0.519307,0.186670420013672,0.5301,0.52212125,0.19466538,0.0181,0.9726,0.9545,-0.165558326480484,-0.222305617972318,0.0186670420013672
"X1415",0.0307527561849034,-2.44983184229644,0.0410843589638586,0.0678668034240502,100,"Simulation 3",1,100,0.508752,0.200434270684049,0.5155,0.50555625,0.17828265,0.0728,0.9725,0.8997,0.106122854091579,-0.30645020132279,0.0200434270684049
"X1416",0.0595293145507979,-2.32643875958681,0.0287758047597789,0.043656359061499,100,"Simulation 3",1,100,0.508725,0.22371733715661,0.51155,0.5123575,0.27272427,0.0542,0.9363,0.8821,-0.131080462399161,-0.886092624686674,0.022371733715661
"X1417",-0.06768036497671,-2.54084698066841,0.0387429845505076,0.0656911141470379,100,"Simulation 3",1,100,0.49577,0.198407026543462,0.4758,0.4932,0.17665179,0.0622,0.9541,0.8919,0.115306896917635,-0.333148039397874,0.0198407026543462
"X1418",0.0351746913553893,-2.37446094590472,0.0381430021033833,0.06193279394888,100,"Simulation 3",1,100,0.487481,0.204199832158441,0.4993,0.48316875,0.20022513,0.0657,0.9849,0.9192,0.161544074263569,-0.494599484834296,0.0204199832158441
"X1419",-0.0356987486339564,-2.45292440480727,0.0408727030342685,0.0668744267835091,100,"Simulation 3",1,100,0.472543,0.200495580572972,0.4772,0.47562125,0.19896492,0.0286,0.9248,0.8962,-0.0976204349782264,-0.519930340269349,0.0200495580572972
"X1420",-0.000973366197910785,-2.72713984849491,0.0387600687825261,0.0714366403402311,100,"Simulation 3",1,100,0.508562,0.188376084598032,0.48885,0.50687875,0.20667444,0.091,0.9724,0.8814,0.133768775495682,-0.582548816270428,0.0188376084598032
"X1421",0.0639137401634457,-2.22464007420543,0.0630041834946836,0.104759083299317,100,"Simulation 3",1,100,0.512316,0.176235971127327,0.51825,0.51247625,0.14989086,0.0011,0.9639,0.9628,0.049356211965236,0.632011337161829,0.0176235971127327
"X1422",-0.0122360796484621,-2.62096565925604,0.0312326286086776,0.0608098838323086,100,"Simulation 3",1,100,0.521522,0.180821546930512,0.53005,0.5257775,0.20519184,0.0655,0.9204,0.8549,-0.178902012769951,-0.525361359887798,0.0180821546930512
"X1423",0.0175745485659197,-2.21784904069752,0.0559020949925778,0.0808123814700687,100,"Simulation 3",1,100,0.52186,0.207398669915765,0.5234,0.51927375,0.22416912,0.0289,0.9982,0.9693,0.0817040447711594,-0.313998848469527,0.0207398669915765
"X1424",0.0379690554861044,-2.88061153572088,0.0250505885015054,0.0514517082370662,100,"Simulation 3",1,100,0.509843,0.174968464261016,0.4994,0.504205,0.19740819,0.1796,0.9257,0.7461,0.226626169440649,-0.625090728547904,0.0174968464261016
"X1425",-0.0542847637949095,-2.20121656614632,0.0408351716669387,0.0656600672953913,100,"Simulation 3",1,100,0.480296,0.195988964809942,0.47315,0.47743,0.18206328,0.0012,0.9277,0.9265,0.107719847808967,-0.381326805632185,0.0195988964809942
"X1426",-0.0739695023927452,-2.39392179246771,0.048919394319011,0.0838143104868683,100,"Simulation 3",1,100,0.474697,0.186626666414989,0.44655,0.47302,0.16879401,0.0071,0.9355,0.9284,0.0529137244604746,-0.175569245649065,0.0186626666414989
"X1427",-0.0290633306858337,-2.51140351677691,0.0599050090550293,0.101356211224323,100,"Simulation 3",1,100,0.512748,0.184942251691186,0.5148,0.51208,0.20096643,0.029,0.9977,0.9687,-0.00413034428639643,-0.20413840534341,0.0184942251691186
"X1428",-0.0181689632300051,-2.40059730682872,0.0472455352875099,0.0881958370153168,100,"Simulation 3",1,100,0.504952,0.174472089446879,0.51815,0.50618625,0.15055803,0.0117,0.9579,0.9462,-0.153219583610659,0.333375690607389,0.0174472089446879
"X1429",-0.00161981527075146,-2.28125271748195,0.0501740185937474,0.0777327072855704,100,"Simulation 3",1,100,0.475744,0.200014975863551,0.4712,0.4733325,0.18784542,0.0012,0.9505,0.9493,0.0940831456855249,-0.363188233442002,0.0200014975863551
"X1430",-0.0865273194798127,-2.72765592119089,0.0373432014305039,0.064644090096351,100,"Simulation 3",1,100,0.483566,0.197665146000589,0.4937,0.48759,0.18539913,0.0507,0.9489,0.8982,-0.118603699554448,-0.5636084723271,0.0197665146000589
"X1431",0.0501341192057057,-2.31275041221396,0.0465025706147509,0.0758205190494757,100,"Simulation 3",1,100,0.51263,0.19963767812027,0.5217,0.51322625,0.20519184,0.0192,0.9757,0.9565,0.0348048835665691,-0.37400016070595,0.019963767812027
"X1432",0.0039228012448597,-2.33895378533245,0.0312198735161715,0.04877646484676,100,"Simulation 3",1,100,0.49105,0.213507417844785,0.50305,0.49238,0.25730523,0.0827,0.9912,0.9085,-0.0425882446506857,-0.810048389443834,0.0213507417844785
"X1433",-0.0511588670382879,-2.38025295381761,0.0349874988422763,0.0596051426322693,100,"Simulation 3",1,100,0.484175,0.197530120130034,0.51365,0.488005,0.20289381,0.0241,0.9306,0.9065,-0.156187353408702,-0.501937553909528,0.0197530120130034
"X1434",0.0314987812306582,-2.36590172844716,0.0395425520905835,0.0639925564904319,100,"Simulation 3",1,100,0.504076,0.201823622427349,0.50545,0.50024875,0.20882421,0.0196,0.9317,0.9121,0.0829339268188078,-0.383517798758456,0.0201823622427349
"X1435",-0.0766678588778721,-2.11537072737969,0.0445028716324726,0.0610282327031099,100,"Simulation 3",1,100,0.476547,0.221613985289191,0.5065,0.47741375,0.25715697,0.0031,0.9598,0.9567,-0.0653963262711121,-0.680001917481126,0.0221613985289191
"X1436",-0.0145127852866671,-2.58959117161817,0.0442881030844614,0.0794810595501623,100,"Simulation 3",1,100,0.512454,0.186205964719097,0.5068,0.5115175,0.17465028,0.0451,0.9702,0.9251,0.030881973192046,-0.173251062550017,0.0186205964719097
"X1437",0.0649269930369157,-2.31552142322606,0.0437297154954288,0.0645734623363703,100,"Simulation 3",1,100,0.53135,0.216738225246098,0.5397,0.5362075,0.26797995,0.021,0.9589,0.9379,-0.167949050206258,-0.546058205377015,0.0216738225246098
"X1438",-0.0437914274215454,-2.34148893437976,0.0310416447730369,0.0480423547735322,100,"Simulation 3",1,100,0.46104,0.211944084011502,0.47845,0.46305875,0.22728258,0.0214,0.954,0.9326,-0.0648170165658562,-0.848364255712284,0.0211944084011502
"X1439",-0.0254537151041202,-2.28978623428848,0.0431437663512991,0.0659875228064027,100,"Simulation 3",1,100,0.494273,0.207632971075833,0.49545,0.4940275,0.22135218,0.0068,0.9944,0.9876,0.0475917437939007,-0.641436763210495,0.0207632971075833
